L1_MARKS_CORRECTED,L1_Marks_Corrected,L2_MARKS_CORRECTED,L3_MARKS_CORRECTED,S1_MARKS_CORRECTED,S2_MARKS_CORRECTED,S3_MARKS_CORRECTED,L1_Marks_Class,L2_Marks_Class,L3_Marks_Class,S1_Marks_Class,S2_Marks_Class,S3_Marks_Class,NRC_CLASS
38,30,48,48,40,36,42,1,D,D,1,D,1,1
104,83,93,88,73,89,67,1,1,1,1,1,2,1
92,73,64,71,62,65,59,1,2,2,1,1,1,1
93,74,53,55,82,60,70,PASS,FAIL,PASS,FAIL,FAIL,PASS,FAIL
46,36,18,41,20,25,38,2,PASS,1,PASS,PASS,1,2
67,53,40,64,42,36,71,D,2,1,1,PASS,1,1
119,95,51,62,82,48,74,D,D,D,D,D,D,D   
108,86,93,96,90,90,91,D,D,1,1,1,1,1
107,85,93,83,84,74,80,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL
26,20,16,6,36,16,36,D,2,PASS,2,PASS,1,2
109,87,57,46,50,40,60,2,PASS,1,PASS,PASS,2,2
67,53,44,65,41,43,57,2,D,1,2,1,1,1
72,57,91,77,59,76,68,D,D,D,1,1,D,D   
108,86,90,94,84,68,91,1,1,1,1,1,1,1
84,67,77,80,83,67,71,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL
24,19,8,40,41,12,39,2,2,1,PASS,PASS,1,2
68,54,57,80,43,47,62,1,1,1,2,1,1,1
102,81,80,63,57,62,76,D,PASS,PASS,PASS,1,1,1
115,92,36,45,47,65,75,D,D,D,D,D,D,D   
111,88,98,86,89,87,96,PASS,PASS,PASS,PASS,PASS,1,PASS
51,40,30,37,44,30,68,2,FAIL,PASS,PASS,PASS,PASS,FAIL
64,51,9,35,43,35,37,PASS,PASS,FAIL,FAIL,PASS,1,FAIL
48,38,35,9,23,35,64,1,PASS,2,1,PASS,2,2
77,61,35,52,65,44,54,D,2,2,2,2,1,1
107,85,53,55,50,55,81,PASS,PASS,PASS,1,PASS,1,PASS
58,46,35,35,77,43,62,1,PASS,1,1,PASS,1,1
85,68,38,72,62,43,80,FAIL,FAIL,PASS,FAIL,PASS,PASS,FAIL
15,12,1,35,8,36,35,PASS,1,1,2,PASS,1,1
62,49,80,75,53,35,71,PASS,2,PASS,2,1,2,2
55,44,54,47,57,65,55,D,D,1,1,D,D,1
123,98,92,66,68,85,89,1,1,2,2,PASS,1,1
78,62,78,52,59,41,83,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL
14,11,35,35,35,30,46,PASS,PASS,PASS,PASS,PASS,PASS,PASS
47,37,30,40,44,49,48,PASS,PASS,PASS,PASS,PASS,PASS,PASS
44,35,37,35,42,38,35,1,PASS,1,1,1,D,1
93,74,45,68,68,66,93,PASS,PASS,PASS,2,PASS,1,PASS
56,44,30,30,55,43,80,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,D,1,1,1,1,1,1
116,92,65,82,73,70,79,1,PASS,1,1,2,1,2
79,63,37,65,67,52,63,FAIL,PASS,PASS,N/A,PASS,PASS,FAIL
22,17,35,35,N/A,40,30,D,D,1,1,2,1,1
111,88,88,74,76,53,60,1,1,D,1,PASS,PASS,1
90,72,80,87,68,35,46,1,PASS,1,1,PASS,1,2
82,65,41,80,60,45,66,1,2,2,PASS,PASS,2,2
80,64,53,56,44,41,50,PASS,PASS,PASS,PASS,PASS,2,PASS
51,40,30,46,41,41,53,1,D,D,2,PASS,1,1
104,83,92,86,55,45,71,PASS,FAIL,FAIL,PASS,PASS,PASS,FAIL
49,39,15,13,39,39,46,1,PASS,1,2,PASS,1,2
102,81,30,76,50,49,64,2,PASS,PASS,PASS,2,PASS,PASS
72,57,30,39,45,57,44,1,1,1,PASS,2,1,1
92,73,60,60,46,57,62,PASS,PASS,1,PASS,PASS,1,PASS
44,35,30,65,43,30,68,PASS,PASS,PASS,PASS,PASS,PASS,PASS
45,36,30,46,38,30,37,1,1,2,1,1,1,1
96,76,60,55,74,65,65,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL
10,8,8,12,30,14,12,2,PASS,PASS,PASS,PASS,1,PASS
72,57,40,44,48,35,60,D,D,D,D,1,D,D   
120,96,88,92,86,72,98,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL
16,12,17,17,24,20,38,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL
10,8,35,37,11,18,44,1,PASS,1,PASS,1,1,2
93,74,38,60,46,63,67,FAIL,PASS,PASS,FAIL,PASS,PASS,FAIL
10,8,35,37,10,44,46,PASS,PASS,PASS,PASS,PASS,2,PASS
38,30,35,45,35,31,57,1,D,D,1,1,D,1
100,80,87,96,77,74,92,PASS,FAIL,FAIL,2,2,1,PASS
38,30,0,0,54,54,66,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL
38,30,13,35,36,41,35,D,D,D,1,PASS,1,1
119,95,86,85,67,42,74,1,1,D,1,2,1,1
102,81,69,97,69,59,74,PASS,PASS,PASS,PASS,PASS,PASS,PASS
47,37,30,42,30,42,48,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL
32,25,35,35,30,23,35,D,2,2,PASS,PASS,1,2
114,91,55,52,42,36,75,D,D,PASS,1,1,1,1
115,92,91,35,66,70,66,1,2,1,2,2,1,1
98,78,58,65,50,51,71,1,PASS,2,2,PASS,PASS,2
100,80,41,54,51,48,43,1,1,D,1,2,PASS,1
85,68,70,85,69,53,42,D,1,1,2,1,1,1
114,91,80,80,50,61,76,PASS,PASS,PASS,PASS,PASS,1,PASS
38,30,36,30,35,30,63,FAIL,PASS,PASS,2,PASS,PASS,FAIL
17,13,36,37,56,42,38,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL
19,15,13,35,17,17,49,D,1,D,1,2,1,1
107,85,78,95,70,53,68,1,FAIL,FAIL,PASS,2,PASS,FAIL
91,72,7,15,42,53,35,D,D,D,1,1,1,1
120,96,94,94,76,61,77,PASS,FAIL,PASS,PASS,PASS,1,FAIL
60,48,13,35,49,30,82,D,D,D,1,D,D,D   
117,93,94,96,82,96,86,FAIL,PASS,PASS,FAIL,PASS,2,FAIL
7,5,35,35,14,36,52,1,PASS,1,PASS,2,PASS,2
90,72,35,66,36,57,46,1,FAIL,PASS,PASS,PASS,PASS,FAIL
77,61,8,35,48,38,44,PASS,PASS,PASS,PASS,PASS,PASS,PASS
38,30,35,35,38,44,38,1,2,PASS,2,2,1,2
98,78,52,44,57,54,61,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL
28,22,18,35,30,19,22,1,PASS,PASS,1,1,1,2
93,74,35,40,67,60,69,1,2,2,2,PASS,1,2
80,64,54,54,56,46,70,2,PASS,PASS,PASS,PASS,1,PASS
67,53,45,41,48,38,62,1,2,D,2,PASS,PASS,2
83,66,57,92,57,39,38,1,PASS,1,2,PASS,PASS,2
100,80,30,67,50,43,40,1,1,D,D,1,1,1
89,71,71,94,88,70,82,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL
19,15,35,35,35,30,35,PASS,PASS,PASS,PASS,PASS,1,PASS
61,48,30,43,35,35,67,D,D,D,1,1,D,1
112,89,86,98,64,69,91,PASS,PASS,PASS,PASS,PASS,PASS,PASS
54,43,35,35,35,38,30,D,D,D,1,1,1,1
109,87,90,90,69,73,72,PASS,PASS,D,PASS,PASS,1,PASS
38,30,41,89,43,38,63,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL
7,5,19,12,30,12,16,1,1,2,1,1,1,1
83,66,65,51,70,65,75,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,1,D,1,2,PASS,2,1
100,80,90,74,56,48,55,1,1,D,1,PASS,1,1
96,76,69,94,60,43,71,PASS,PASS,2,2,PASS,PASS,PASS
54,43,30,55,55,37,44,1,PASS,1,PASS,PASS,PASS,2
87,69,30,65,49,40,47,PASS,PASS,PASS,2,PASS,1,PASS
46,36,35,44,59,46,61,2,PASS,PASS,PASS,PASS,1,PASS
64,51,39,30,40,35,68,1,PASS,PASS,PASS,PASS,1,PASS
88,70,35,38,45,38,62,PASS,PASS,PASS,1,2,PASS,PASS
44,35,49,42,63,51,45,1,1,D,1,2,2,1
81,64,73,87,68,57,54,1,PASS,1,2,2,1,2
95,76,45,60,51,58,63,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL
21,16,14,35,35,16,22,FAIL,PASS,PASS,FAIL,PASS,PASS,FAIL
2,1,35,42,18,48,36,PASS,PASS,PASS,PASS,PASS,2,PASS
38,30,30,30,46,40,54,D,2,1,1,2,1,1
112,89,58,82,63,55,71,1,1,D,1,PASS,2,1
84,67,74,91,66,46,54,D,D,2,1,2,1,1
107,85,87,55,62,57,66,1,PASS,1,1,1,1,1
97,77,43,80,70,61,70,D,2,1,1,1,1,1
109,87,50,75,78,78,82,1,1,1,1,1,2,1
106,84,66,68,60,67,55,PASS,PASS,PASS,PASS,PASS,1,PASS
40,32,30,35,40,37,61,D,1,1,1,1,1,1
112,89,64,82,66,75,76,1,PASS,1,2,1,1,1
97,77,48,78,57,62,65,PASS,PASS,PASS,2,2,PASS,PASS
60,48,44,40,53,50,41,D,2,1,2,PASS,1,1
110,88,54,60,56,45,60,1,1,2,2,2,1,1
106,84,66,54,54,55,77,D,1,1,1,PASS,2,1
109,87,60,67,64,48,59,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL
28,22,11,35,31,20,18,D,1,1,D,1,D,1
123,98,77,78,89,73,86,PASS,PASS,PASS,PASS,2,PASS,PASS
45,36,30,30,37,50,36,PASS,PASS,PASS,PASS,PASS,PASS,PASS
45,36,35,30,40,40,41,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,PASS,PASS,2,PASS,PASS,PASS,PASS
44,35,36,58,48,31,36,D,1,D,1,1,1,1
114,91,71,92,65,68,84,2,2,PASS,PASS,PASS,2,PASS
64,51,52,43,46,46,54,1,PASS,PASS,2,1,2,2
93,74,41,38,51,61,55,2,PASS,PASS,PASS,PASS,PASS,PASS
73,58,38,48,47,42,39,2,1,1,1,2,2,1
73,58,73,64,65,55,59,D,2,1,1,1,1,1
114,91,52,77,63,80,63,PASS,FAIL,FAIL,FAIL,FAIL,PASS,FAIL
46,36,5,4,5,11,35,PASS,PASS,PASS,PASS,PASS,1,PASS
44,35,35,30,30,39,65,2,PASS,PASS,2,PASS,2,PASS
68,54,46,35,52,30,53,D,PASS,PASS,1,1,1,1
107,85,30,48,63,65,80,PASS,1,PASS,PASS,PASS,2,PASS
44,35,73,42,48,30,52,PASS,PASS,PASS,PASS,PASS,1,PASS
59,47,30,46,39,45,60,D,1,1,1,1,D,1
118,94,66,82,77,69,87,D,2,1,1,2,1,1
116,92,52,81,63,56,79,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL
12,9,8,10,35,13,45,PASS,PASS,PASS,PASS,1,PASS,PASS
44,35,35,42,30,60,47,1,2,1,2,2,N/A,FAIL
77,61,55,61,51,56,N/A,PASS,PASS,PASS,2,2,PASS,PASS
56,44,35,40,54,54,47,PASS,1,2,1,2,1,2
59,47,60,57,75,52,71,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL
61,48,15,35,17,21,23,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL
44,35,35,35,36,26,36,PASS,PASS,1,2,PASS,1,2
51,40,43,60,52,40,75,1,PASS,D,1,1,PASS,1
93,74,35,89,68,66,44,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL
17,13,18,35,37,13,35,D,D,D,D,D,FAIL,D   
125,100,99,97,95,93,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS
58,46,35,35,36,36,35,PASS,PASS,PASS,2,PASS,PASS,PASS
38,30,30,35,55,30,42,PASS,PASS,PASS,2,PASS,2,PASS
44,35,35,48,57,43,59,1,1,D,1,1,1,1
97,77,75,87,68,66,70,1,1,1,1,PASS,2,1
79,63,68,83,60,35,52,2,1,2,1,PASS,1,2
72,57,60,53,64,48,70,PASS,PASS,PASS,PASS,2,2,PASS
55,44,40,48,40,59,51,1,PASS,D,1,2,1,1
95,76,30,91,72,56,80,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL
19,15,9,35,42,35,45,2,PASS,PASS,PASS,PASS,2,PASS
73,58,36,42,49,48,53,1,PASS,2,2,2,PASS,2
89,71,30,54,58,51,48,PASS,FAIL,1,FAIL,FAIL,PASS,FAIL
61,48,11,73,17,16,36,FAIL,PASS,2,PASS,FAIL,PASS,FAIL
13,10,41,59,35,25,46,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL
22,17,4,35,30,35,35,D,1,2,PASS,1,1,1
111,88,64,50,44,68,69,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL
12,9,7,35,16,16,9,PASS,2,D,2,2,1,2
49,39,56,93,54,51,60,1,PASS,1,1,2,1,1
97,77,40,60,64,52,83,1,PASS,PASS,PASS,PASS,1,2
100,80,49,31,48,48,84,PASS,PASS,1,PASS,PASS,PASS,PASS
54,43,30,60,35,30,37,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
14,11,11,10,17,21,11,1,1,1,2,1,D,1
105,84,61,65,53,64,88,2,PASS,1,PASS,2,1,2
72,57,47,67,48,55,74,D,D,D,1,1,D,D   
115,92,92,99,76,80,89,PASS,PASS,PASS,PASS,PASS,1,PASS
52,41,36,42,36,30,61,1,PASS,PASS,PASS,PASS,D,2
87,69,30,30,47,49,86,PASS,2,2,PASS,PASS,PASS,PASS
52,41,50,51,38,35,30,PASS,PASS,PASS,2,PASS,2,PASS
38,30,30,38,51,30,58,1,1,D,1,1,D,1
101,80,70,90,81,62,86,FAIL,PASS,FAIL,2,PASS,PASS,FAIL
19,15,46,10,54,39,42,D,1,D,D,1,D,D   
121,96,67,95,86,75,95,PASS,PASS,PASS,PASS,PASS,PASS,PASS
47,37,35,30,37,35,35,PASS,PASS,PASS,PASS,PASS,PASS,PASS
50,40,30,37,35,41,48,1,1,D,1,2,D,1
86,68,73,94,63,57,87,2,PASS,PASS,PASS,PASS,1,PASS
71,56,30,44,48,45,66,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL
31,24,35,15,38,21,19,D,1,1,1,1,1,1
112,89,76,67,68,63,70,1,D,1,1,2,D,1
87,69,87,83,64,58,90,FAIL,PASS,FAIL,PASS,PASS,PASS,FAIL
30,24,35,17,45,30,35,D,1,D,1,1,D,1
108,86,77,93,70,79,91,1,PASS,PASS,2,PASS,1,2
82,65,41,43,54,48,63,1,2,1,PASS,2,D,1
92,73,54,70,49,58,91,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL
44,35,11,35,30,35,30,2,FAIL,FAIL,PASS,PASS,PASS,PASS
69,55,0,0,41,41,40,1,PASS,2,2,PASS,PASS,2
82,65,41,50,56,49,41,D,PASS,2,1,1,2,1
113,90,46,54,73,63,58,1,PASS,1,2,PASS,2,2
98,78,37,78,59,44,52,2,PASS,D,1,1,1,1
71,56,35,85,60,62,63,1,2,2,PASS,1,PASS,2
79,63,56,50,42,67,48,PASS,1,1,PASS,PASS,PASS,PASS
38,30,80,63,49,31,36,PASS,PASS,PASS,PASS,PASS,PASS,PASS
61,48,30,38,35,30,44,1,1,PASS,2,2,1,2
75,60,66,38,57,53,77,1,PASS,1,1,PASS,2,2
84,67,39,60,69,47,57,PASS,PASS,PASS,PASS,2,PASS,PASS
46,36,43,46,47,52,45,1,PASS,1,2,PASS,PASS,2
87,69,38,61,57,42,35,1,2,PASS,1,PASS,1,1
106,84,55,39,81,47,65,1,1,1,1,2,D,1
76,60,71,70,70,55,88,1,D,D,1,1,D,1
103,82,85,92,80,70,88,2,PASS,PASS,PASS,2,PASS,PASS
71,56,30,46,40,50,47,1,PASS,1,PASS,1,1,2
87,69,35,61,30,63,71,D,D,1,1,1,D,1
117,93,94,75,67,62,94,1,1,1,2,1,1,1
104,83,81,73,57,62,76,D,PASS,1,1,2,2,1
116,92,49,66,65,58,59,1,1,D,1,1,1,1
91,72,67,98,77,83,83,1,PASS,1,PASS,PASS,PASS,PASS
80,64,35,63,38,39,30,1,PASS,2,1,PASS,1,1
92,73,44,56,68,49,80,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL
4,3,19,46,36,20,10,PASS,PASS,PASS,PASS,PASS,PASS,PASS
44,35,35,35,30,43,39,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL
45,36,35,35,18,23,40,D,D,D,1,1,D,D   
115,92,92,90,83,64,96,D,1,1,1,1,D,1
119,95,60,71,61,73,90,1,1,1,2,1,D,1
102,81,79,77,55,63,88,1,PASS,1,2,2,1,1
100,80,41,66,53,55,78,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL
6,4,12,35,14,12,16,1,2,PASS,PASS,2,1,2
96,76,56,30,41,56,64,2,PASS,2,PASS,PASS,PASS,PASS
64,51,47,54,38,41,40,1,D,D,1,1,1,1
76,60,96,85,63,74,61,1,PASS,1,1,PASS,1,1
100,80,47,78,71,49,70,D,D,D,1,1,1,1
108,86,92,92,76,75,82,PASS,PASS,1,PASS,2,PASS,PASS
49,39,40,64,38,50,30,1,PASS,1,PASS,PASS,PASS,PASS
75,60,36,60,35,31,43,D,D,D,1,D,D,D   
120,96,95,90,76,94,85,2,1,2,1,2,PASS,2
74,59,67,56,65,56,44,2,PASS,PASS,PASS,PASS,D,PASS
71,56,30,30,41,36,86,1,D,1,1,1,D,1
101,80,89,60,68,68,94,1,1,PASS,2,1,1,1
85,68,62,42,56,66,72,2,PASS,PASS,PASS,PASS,2,PASS
72,57,30,44,35,39,57,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL
9,7,15,35,19,18,8,1,PASS,1,2,2,PASS,2
94,75,38,68,54,50,49,2,PASS,PASS,2,PASS,2,PASS
73,58,30,30,53,41,55,1,PASS,PASS,PASS,2,1,2
103,82,30,44,47,59,80,1,1,2,2,1,2,1
97,77,70,54,51,63,56,2,PASS,PASS,PASS,PASS,PASS,PASS
67,53,35,30,38,36,46,2,2,D,1,1,1,1
72,57,53,91,70,64,80,1,PASS,PASS,PASS,1,1,2
100,80,30,35,43,68,64,2,1,1,1,PASS,1,1
73,58,68,60,63,47,79,D,D,D,1,1,1,1
110,88,85,86,71,74,67,D,1,1,2,1,1,1
114,91,71,77,57,68,66,FAIL,PASS,1,FAIL,FAIL,FAIL,FAIL
15,12,46,67,17,16,13,1,PASS,1,PASS,PASS,2,2
92,73,30,62,39,35,55,2,1,PASS,2,PASS,1,2
67,53,63,38,50,43,77,PASS,1,PASS,PASS,PASS,PASS,PASS
46,36,65,37,36,42,43,PASS,PASS,1,PASS,PASS,PASS,PASS
44,35,36,61,38,35,30,PASS,PASS,PASS,PASS,2,PASS,PASS
38,30,30,30,43,50,42,1,PASS,2,PASS,2,PASS,2
80,64,45,52,47,55,44,D,D,D,D,D,D,D   
121,96,99,96,95,92,98,D,D,D,FAIL,D,FAIL,D   
124,99,97,97,100,96,100,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL
26,20,35,35,25,26,39,1,D,D,1,1,2,1
92,73,97,90,60,69,54,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL
46,36,11,42,49,38,20,D,D,D,1,D,D,D   
115,92,90,93,70,90,94,1,1,1,1,2,PASS,1
82,65,70,82,63,51,42,PASS,PASS,PASS,PASS,PASS,PASS,PASS
47,37,35,39,44,40,42,PASS,PASS,PASS,PASS,PASS,PASS,PASS
44,35,35,39,46,39,30,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
10,8,10,14,14,10,15,PASS,2,1,1,2,PASS,2
51,40,59,79,66,51,45,D,D,D,1,2,2,1
111,88,91,97,70,51,55,PASS,PASS,PASS,PASS,1,1,PASS
50,40,30,47,47,60,68,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL
29,23,14,12,35,24,37,PASS,PASS,PASS,2,PASS,PASS,PASS
58,46,30,36,51,42,39,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
8,6,5,8,15,8,18,PASS,PASS,PASS,PASS,PASS,PASS,PASS
38,30,35,35,42,39,30,1,1,D,PASS,PASS,1,2
83,66,64,91,42,30,61,D,PASS,D,2,PASS,1,1
120,96,30,94,54,47,83,D,1,1,1,PASS,1,1
110,88,66,66,67,48,65,PASS,FAIL,2,2,PASS,PASS,FAIL
54,43,8,51,57,42,48,1,1,1,2,PASS,1,2
75,60,60,75,53,47,63,1,PASS,1,2,2,1,2
80,64,46,61,51,53,60,2,PASS,PASS,PASS,PASS,PASS,PASS
66,52,30,30,30,36,41,1,1,PASS,2,2,2,2
86,68,60,43,56,57,55,D,1,D,1,D,1,1
109,87,78,91,64,89,67,D,1,PASS,PASS,PASS,2,2
113,90,60,40,47,38,51,PASS,PASS,PASS,PASS,PASS,PASS,PASS
48,38,30,30,35,41,42,D,D,D,D,D,D,D   
119,95,96,98,93,94,98,PASS,PASS,PASS,PASS,PASS,PASS,PASS
47,37,30,30,47,30,46,1,PASS,1,PASS,1,PASS,PASS
75,60,30,60,37,64,40,PASS,PASS,PASS,PASS,PASS,2,PASS
61,48,37,30,30,41,54,1,PASS,PASS,PASS,PASS,1,2
76,60,35,41,45,45,71,D,D,D,D,1,D,D   
123,98,97,95,95,84,94,2,PASS,1,2,PASS,1,2
73,58,37,61,59,48,69,1,PASS,1,1,PASS,1,2
80,64,41,72,66,39,72,2,2,PASS,2,2,PASS,PASS
65,52,50,30,52,54,43,PASS,PASS,1,1,PASS,PASS,PASS
38,30,35,69,82,35,40,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL
14,11,5,35,24,17,21,1,1,2,1,2,2,2
76,60,61,50,61,52,53,1,PASS,1,2,PASS,1,1
94,75,38,84,53,39,69,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL
30,24,15,9,24,15,37,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL
20,16,35,18,19,16,36,D,1,D,D,1,D,D   
115,92,83,96,95,81,91,PASS,PASS,PASS,2,PASS,1,PASS
45,36,40,44,55,35,64,2,1,PASS,1,2,1,1
71,56,74,46,71,58,72,D,D,D,1,1,1,1
108,86,96,85,70,80,71,PASS,PASS,PASS,PASS,PASS,1,PASS
46,36,30,41,49,30,65,1,2,1,1,PASS,1,2
77,61,53,65,60,44,63,2,2,2,PASS,PASS,2,2
69,55,52,50,47,42,58,1,1,D,2,1,1,1
102,81,62,85,55,66,80,D,PASS,1,1,1,1,1
109,87,31,62,70,62,67,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL
44,35,6,35,30,30,36,PASS,2,1,2,2,2,PASS
45,36,50,60,54,51,52,1,1,1,2,PASS,PASS,2
80,64,74,75,53,35,35,PASS,2,2,1,2,2,PASS
44,35,52,50,60,53,50,PASS,PASS,PASS,PASS,PASS,2,PASS
38,30,30,30,44,30,52,2,PASS,PASS,2,PASS,PASS,PASS
67,53,46,35,59,40,39,D,D,D,1,1,1,D   
122,97,90,99,77,74,83,1,PASS,PASS,2,PASS,PASS,2
96,76,47,47,55,36,39,D,D,D,1,2,D,1
115,92,86,98,75,53,93,D,2,2,1,2,2,1
109,87,58,57,62,58,50,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL
31,24,7,38,36,36,35,PASS,PASS,PASS,PASS,PASS,PASS,PASS
38,30,43,35,31,30,47,D,D,D,D,1,D,D   
120,96,94,88,86,82,96,2,PASS,1,PASS,PASS,2,2
65,52,35,80,49,39,56,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL
30,24,18,8,19,30,41,2,1,D,2,1,D,1
71,56,67,99,56,60,87,PASS,2,PASS,PASS,PASS,PASS,PASS
46,36,56,47,45,47,48,D,1,1,1,1,D,1
115,92,80,84,81,66,95,D,D,D,1,1,1,D   
123,98,99,97,80,82,83,1,2,2,2,2,1,1
100,80,56,56,50,50,74,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL
8,6,19,35,35,22,35,2,PASS,PASS,PASS,PASS,PASS,PASS
73,58,30,35,46,46,49,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL
2,1,7,1,35,35,37,1,1,D,2,1,1,1
96,76,61,88,57,60,77,D,D,D,1,1,1,1
109,87,85,96,77,84,73,1,2,1,2,PASS,1,1
91,72,52,61,56,41,84,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL
45,36,35,11,32,3,23,1,PASS,2,PASS,1,1,2
83,66,35,50,35,70,79,PASS,PASS,2,PASS,PASS,PASS,PASS
47,37,38,50,40,43,47,2,PASS,D,PASS,PASS,2,2
72,57,30,86,48,41,50,PASS,PASS,PASS,2,PASS,PASS,PASS
38,30,30,30,50,30,44,PASS,PASS,PASS,1,PASS,PASS,PASS
47,37,40,46,60,30,43,D,1,1,2,PASS,1,1
114,91,72,78,53,45,60,FAIL,FAIL,PASS,PASS,PASS,FAIL,FAIL
21,16,15,35,46,36,18,1,FAIL,1,FAIL,PASS,2,FAIL
96,76,12,63,23,35,57,1,PASS,2,1,PASS,PASS,PASS
84,67,35,50,66,38,36,2,1,1,2,1,1,1
73,58,64,70,56,74,72,1,PASS,2,PASS,PASS,2,2
101,80,38,55,46,49,57,D,D,D,1,D,1,1
111,88,88,92,84,85,70,PASS,PASS,1,PASS,PASS,PASS,PASS
56,44,30,62,30,37,30,1,PASS,PASS,PASS,PASS,1,PASS
81,64,30,42,43,41,63,2,PASS,PASS,PASS,PASS,PASS,PASS
64,51,30,30,37,30,36,1,PASS,PASS,FAIL,2,1,FAIL
76,60,35,40,12,54,62,1,1,2,1,2,1,1
91,72,60,52,64,56,78,PASS,PASS,PASS,PASS,PASS,PASS,PASS
60,48,35,40,38,35,36,D,PASS,1,1,2,1,1
114,91,45,70,79,57,68,PASS,FAIL,FAIL,1,1,1,1
59,47,0,0,71,78,76,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL
5,4,2,35,15,16,11,PASS,PASS,2,2,2,1,2
52,41,30,56,56,50,69,1,PASS,PASS,1,2,1,2
90,72,31,47,63,56,70,PASS,1,PASS,2,PASS,1,PASS
38,30,69,30,56,46,60,N/A,PASS,FAIL,2,PASS,1,FAIL
N/A,N/A,38,16,50,35,61,D,D,D,1,1,1,1
108,86,90,90,74,82,81,D,1,1,1,2,2,1
108,86,60,74,77,58,52,PASS,2,PASS,2,1,1,2
38,30,50,45,50,66,73,PASS,PASS,PASS,PASS,PASS,1,PASS
59,47,35,40,41,48,63,PASS,PASS,PASS,PASS,PASS,PASS,PASS
44,35,35,35,35,35,40,D,D,1,1,D,D,D   
114,91,85,82,79,86,90,D,PASS,1,2,1,D,1
118,94,45,66,58,60,88,1,D,1,D,1,1,D   
100,80,97,84,89,83,84,PASS,PASS,PASS,PASS,PASS,PASS,PASS
44,35,35,45,30,36,35,D,1,PASS,1,2,1,1
110,88,77,44,64,50,70,1,1,D,D,2,D,1
103,82,81,85,86,58,85,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL
7,5,7,35,35,36,37,1,PASS,2,2,PASS,1,2
82,65,30,53,50,42,64,PASS,PASS,PASS,PASS,PASS,PASS,PASS
44,35,35,35,35,38,47,1,1,1,1,PASS,1,1
80,64,74,70,60,44,71,FAIL,PASS,PASS,PASS,PASS,2,FAIL
12,9,35,35,37,30,53,1,1,D,1,PASS,2,1
96,76,68,86,76,49,58,PASS,PASS,PASS,1,1,1,2
38,30,46,46,77,74,79,1,2,D,2,2,1,1
102,81,53,90,56,57,68,PASS,PASS,PASS,PASS,PASS,1,PASS
