L1_MARKS_CORRECTED,L2_MARKS_CORRECTED,L3_MARKS_CORRECTED,S1_MARKS_CORRECTED,S2_MARKS_CORRECTED,S3_MARKS_CORRECTED,TOTAL_MARKS,NRC_RESULT
120,99,96,98,97,99,609,P
74,41,30,43,39,38,265,P
85,58,65,64,61,60,393,P
79,62,86,65,60,80,432,P
92,85,77,51,45,63,413,P
52,30,30,36,30,70,248,P
115,68,60,43,65,80,431,P
90,42,43,54,58,52,339,P
88,30,42,43,35,37,275,P
38,48,57,48,38,49,278,P
83,53,39,35,56,62,328,P
95,50,57,30,48,51,331,P
35,19,35,40,35,40,204,F
117,86,85,78,83,82,531,P
25,14,12,14,15,18,98,F
117,96,96,95,99,93,596,P
113,75,81,60,78,42,449,P
97,30,37,41,44,81,330,P
20,35,35,45,30,38,203,F
94,50,37,30,39,42,292,P
124,92,85,65,75,97,538,P
N\A,N\A,N\A,N\A,0,N\A,0,F
64,55,40,54,52,45,310,P
17,3,35,18,24,22,119,F
94,97,94,68,69,64,486,P
75,43,70,60,67,42,357,P
117,98,94,98,99,96,602,P
120,88,97,78,73,93,549,P
115,56,62,69,51,90,443,P
44,31,50,51,30,30,236,P
72,53,51,57,30,30,293,P
95,73,94,73,67,75,477,P
101,53,54,81,50,91,430,P
67,30,37,30,46,57,267,P
98,46,76,56,50,68,394,P
77,62,30,37,40,67,313,P
120,73,86,43,58,78,458,P
114,67,86,72,42,84,465,P
117,60,88,44,46,47,402,P
106,35,50,49,50,80,370,P
84,35,35,30,35,35,254,P
58,35,41,44,38,45,261,P
46,14,35,55,42,35,227,F
88,40,72,45,50,48,343,P
33,12,35,25,30,45,180,F
118,94,93,80,93,84,562,P
55,30,45,39,46,41,256,P
94,75,88,75,63,54,449,P
3,10,5,15,8,3,44,F
72,43,85,46,45,71,362,P
123,43,61,50,45,92,414,P
44,35,35,40,30,35,219,P
100,60,77,53,51,84,425,P
111,90,93,63,51,91,499,P
53,16,10,16,36,60,191,F
99,78,90,68,90,81,506,P
77,30,30,30,45,38,250,P
123,91,92,97,91,95,589,P
65,71,93,70,94,51,444,P
56,39,38,61,35,48,277,P
82,99,93,72,54,73,473,P
99,44,86,49,55,85,418,P
44,47,52,40,42,36,261,P
124,60,65,62,60,77,448,P
48,42,43,48,35,78,294,P
60,35,46,51,59,48,299,P
87,62,53,51,51,47,351,P
9,12,9,38,24,38,130,F
22,86,56,57,30,42,293,F
78,54,64,50,57,64,367,P
80,37,64,63,66,69,379,P
38,30,50,36,35,53,242,P
95,95,80,68,77,90,505,P
44,30,30,40,43,35,222,P
53,30,32,37,51,36,239,P
36,35,35,25,30,39,200,F
64,30,35,30,41,37,237,P
100,46,57,52,53,76,384,P
81,30,30,30,30,42,243,P
106,74,94,82,74,88,518,P
85,73,51,48,36,92,385,P
93,51,65,47,52,74,382,P
86,57,86,68,44,92,433,P
9,6,8,36,8,10,77,F
83,42,64,40,52,47,328,P
117,73,94,86,84,93,547,P
100,64,51,68,70,95,448,P
46,37,54,47,35,53,272,P
50,35,39,30,40,35,229,P
84,73,84,30,43,38,352,P
106,50,55,60,54,84,409,P
35,35,36,37,40,30,213,F
70,64,94,71,78,65,442,P
76,30,68,62,61,88,385,P
65,35,37,21,23,50,231,F
52,53,81,51,58,46,341,P
44,13,35,53,35,69,249,F
21,19,35,22,17,35,149,F
32,35,40,36,24,27,194,F
45,30,35,43,30,48,231,P
50,10,35,30,19,30,174,F
114,61,56,71,68,96,466,P
110,77,53,53,77,66,436,P
84,37,80,70,33,52,356,P
57,30,40,58,44,53,282,P
116,94,95,87,88,97,577,P
91,30,35,43,50,80,329,P
14,14,12,35,16,7,98,F
79,30,30,35,40,57,271,P
89,60,62,60,62,95,428,P
39,35,7,36,38,40,195,F
40,35,63,30,30,37,235,P
106,76,98,84,69,90,523,P
79,35,45,43,54,69,325,P
72,9,10,23,44,58,216,F
79,30,64,54,50,60,337,P
11,35,17,19,15,44,141,F
45,8,35,35,35,35,193,F
8,12,15,14,6,13,68,F
66,30,50,65,43,51,305,P
81,96,81,66,56,90,470,P
61,30,37,41,42,67,278,P
68,71,82,41,46,64,372,P
69,30,35,48,35,40,257,P
38,41,53,45,38,49,264,P
50,40,41,39,36,30,236,P
83,47,95,57,30,35,347,P
70,30,52,51,30,61,294,P
93,55,46,46,37,43,320,P
44,30,75,40,47,68,304,P
38,51,30,50,38,44,251,P
55,37,30,40,46,35,243,P
100,73,35,46,44,75,373,P
107,49,87,59,55,88,445,P
15,12,35,25,19,35,141,F
84,90,63,84,80,85,486,P
95,46,71,30,41,41,324,P
122,90,92,91,79,96,570,P
52,47,50,53,40,86,328,P
44,30,30,41,36,45,226,P
55,43,40,54,35,60,287,P
121,51,74,70,63,85,464,P
78,60,77,73,51,50,389,P
109,41,40,68,56,84,398,P
92,71,68,51,47,66,395,P
100,64,55,61,62,64,406,P
61,37,50,46,40,58,292,P
100,54,64,64,44,51,377,P
38,48,48,40,36,42,252,P
104,93,88,73,89,67,514,P
92,64,71,62,65,59,413,P
93,53,55,82,60,70,413,P
46,18,41,20,25,38,188,F
67,40,64,42,36,71,320,P
119,51,62,82,48,74,436,P
108,93,96,90,90,91,568,P
107,93,83,84,74,80,521,P
26,16,6,36,16,36,136,F
109,57,46,50,40,60,362,P
67,44,65,41,43,57,317,P
72,91,77,59,76,68,443,P
108,90,94,84,68,91,535,P
84,77,80,83,67,71,462,P
24,8,40,41,12,39,164,F
68,57,80,43,47,62,357,P
102,80,63,57,62,76,440,P
115,36,45,47,65,75,383,P
111,98,86,89,87,96,567,P
51,30,37,44,30,68,260,P
64,9,35,43,35,37,223,F
48,35,9,23,35,64,214,F
77,35,52,65,44,54,327,P
107,53,55,50,55,81,401,P
58,35,35,77,43,62,310,P
85,38,72,62,43,80,380,P
15,1,35,8,36,35,130,F
62,80,75,53,35,71,376,P
55,54,47,57,65,55,333,P
123,92,66,68,85,89,523,P
78,78,52,59,41,83,391,P
14,35,35,35,30,46,195,F
47,30,40,44,49,48,258,P
44,37,35,42,38,35,231,P
93,45,68,68,66,93,433,P
56,30,30,55,43,80,294,P
N\A,N\A,N\A,N\A,0,N\A,0,F
116,65,82,73,70,79,485,P
79,37,65,67,52,63,363,P
22,35,35,N\A,40,30,162,F
111,88,74,76,53,60,462,P
90,80,87,68,35,46,406,P
82,41,80,60,45,66,374,P
80,53,56,44,41,50,324,P
51,30,46,41,41,53,262,P
104,92,86,55,45,71,453,P
49,15,13,39,39,46,201,F
102,30,76,50,49,64,371,P
72,30,39,45,57,44,287,P
92,60,60,46,57,62,377,P
44,30,65,43,30,68,280,P
45,30,46,38,30,37,226,P
96,60,55,74,65,65,415,P
10,8,12,30,14,12,86,F
72,40,44,48,35,60,299,P
120,88,92,86,72,98,556,P
16,17,17,24,20,38,132,F
10,35,37,11,18,44,155,F
93,38,60,46,63,67,367,P
10,35,37,10,44,46,182,F
38,35,45,35,31,57,241,P
100,87,96,77,74,92,526,P
38,0,0,54,54,66,212,P
38,13,35,36,41,35,198,F
119,86,85,67,42,74,473,P
102,69,97,69,59,74,470,P
47,30,42,30,42,48,239,P
32,35,35,30,23,35,190,F
114,55,52,42,36,75,374,P
115,91,35,66,70,66,443,P
98,58,65,50,51,71,393,P
100,41,54,51,48,43,337,P
85,70,85,69,53,42,404,P
114,80,80,50,61,76,461,P
38,36,30,35,30,63,232,P
17,36,37,56,42,38,226,F
19,13,35,17,17,49,150,F
107,78,95,70,53,68,471,P
91,7,15,42,53,35,243,F
120,94,94,76,61,77,522,P
60,13,35,49,30,82,269,F
117,94,96,82,96,86,571,P
7,35,35,14,36,52,179,F
90,35,66,36,57,46,330,P
77,8,35,48,38,44,250,F
38,35,35,38,44,38,228,P
98,52,44,57,54,61,366,P
28,18,35,30,19,22,152,F
93,35,40,67,60,69,364,P
80,54,54,56,46,70,360,P
67,45,41,48,38,62,301,P
83,57,92,57,39,38,366,P
100,30,67,50,43,40,330,P
89,71,94,88,70,82,494,P
19,35,35,35,30,35,189,F
61,30,43,35,35,67,271,P
112,86,98,64,69,91,520,P
54,35,35,35,38,30,227,P
109,90,90,69,73,72,503,P
38,41,89,43,38,63,312,P
7,19,12,30,12,16,96,F
83,65,51,70,65,75,409,P
N\A,N\A,N\A,N\A,0,N\A,0,F
100,90,74,56,48,55,423,P
96,69,94,60,43,71,565,P
54,30,55,55,37,44,275,P
87,30,65,49,40,47,318,P
46,35,44,59,46,61,291,P
64,39,30,40,35,68,276,P
88,35,38,45,38,62,306,P
44,49,42,63,51,45,294,P
81,73,87,68,57,54,420,P
95,45,60,51,58,63,372,P
21,14,35,35,16,22,143,F
2,35,42,18,48,36,181,F
38,30,30,46,40,54,238,P
112,58,82,63,55,71,441,P
84,74,91,66,46,54,415,P
107,87,55,62,57,66,434,P
97,43,80,70,61,70,421,P
109,50,75,78,78,82,472,P
106,66,68,60,67,55,422,P
40,30,35,40,37,61,243,P
112,64,82,66,75,76,475,P
97,48,78,57,62,65,407,P
60,44,40,53,50,41,288,P
110,54,60,56,45,60,385,P
106,66,54,54,55,77,412,P
109,60,67,64,48,59,407,P
28,11,35,31,20,18,143,F
123,77,78,89,73,86,526,P
45,30,30,37,50,36,228,P
45,35,30,40,40,41,231,P
N\A,N\A,N\A,N\A,0,N\A,0,F
44,36,58,48,31,36,253,P
114,71,92,65,68,84,494,P
64,52,43,46,46,54,305,P
93,41,38,51,61,55,339,P
73,38,48,47,42,39,287,P
73,73,64,65,55,59,389,P
114,52,77,63,80,63,449,P
46,5,4,5,11,35,106,F
44,35,30,30,39,65,243,P
68,46,35,52,30,53,284,P
107,30,48,63,65,80,393,P
44,73,42,48,30,52,289,P
59,30,46,39,45,60,279,P
118,66,82,77,69,87,499,P
116,52,81,63,56,79,447,P
12,8,10,35,13,45,123,F
44,35,42,30,60,47,258,P
77,55,61,51,56,N\A,300,F
56,35,40,54,54,47,286,P
59,60,57,75,52,71,374,P
61,15,35,17,21,23,172,F
44,35,35,36,26,36,212,F
51,43,60,52,40,75,321,P
93,35,89,68,66,44,395,P
17,18,35,37,13,35,155,F
125,99,97,95,93,100,609,P
58,35,35,36,36,35,235,P
38,30,35,55,30,42,230,P
44,35,48,57,43,59,286,P
97,75,87,68,66,70,463,P
79,68,83,60,35,52,377,P
72,60,53,64,48,70,367,P
55,40,48,40,59,51,293,P
95,30,91,72,56,80,424,P
19,9,35,42,35,45,185,F
73,36,42,49,48,53,301,P
89,30,54,58,51,48,330,P
61,11,73,17,16,36,214,F
13,41,59,35,25,46,219,F
22,4,35,30,35,35,161,F
111,64,50,44,68,69,406,P
12,7,35,16,16,9,95,F
49,56,93,54,51,60,363,P
97,40,60,64,52,83,396,P
100,49,31,48,48,84,360,P
54,30,60,35,30,37,246,P
14,11,10,17,21,11,84,F
105,61,65,53,64,88,436,P
72,47,67,48,55,74,363,P
115,92,99,76,80,89,551,P
52,36,42,36,30,61,257,P
87,30,30,47,49,86,329,P
52,50,51,38,35,30,256,P
38,30,38,51,30,58,245,P
101,70,90,81,62,86,490,P
19,46,10,54,39,42,210,F
121,67,95,86,75,95,539,P
47,35,30,37,35,35,219,P
50,30,37,35,41,48,241,P
86,73,94,63,57,87,460,P
71,30,44,48,45,66,304,P
31,35,15,38,21,19,159,F
112,76,67,68,63,70,456,P
87,87,83,64,58,90,469,P
30,35,17,45,30,35,192,F
108,77,93,70,79,91,518,P
82,41,43,54,48,63,331,P
92,54,70,49,58,91,414,P
44,11,35,30,35,30,185,F
69,0,0,41,41,40,191,P
82,41,50,56,49,41,319,P
113,46,54,73,63,58,407,P
98,37,78,59,44,52,368,P
71,35,85,60,62,63,376,P
79,56,50,42,67,48,342,P
38,80,63,49,31,36,297,P
61,30,38,35,30,44,238,P
75,66,38,57,53,77,366,P
84,39,60,69,47,57,356,P
46,43,46,47,52,45,279,P
87,38,61,57,42,35,320,P
106,55,39,81,47,65,393,P
76,71,70,70,55,88,430,P
103,85,92,80,70,88,518,P
71,30,46,40,50,47,284,P
87,35,61,30,63,71,347,P
117,94,75,67,62,94,509,P
104,81,73,57,62,76,453,P
116,49,66,65,58,59,413,P
91,67,98,77,83,83,499,P
80,35,63,38,39,30,285,P
92,44,56,68,49,80,389,P
4,19,46,36,20,10,135,F
44,35,35,30,43,39,226,P
45,35,35,18,23,40,196,F
115,92,90,83,64,96,540,P
119,60,71,61,73,90,474,P
102,79,77,55,63,88,464,P
100,41,66,53,55,78,393,P
6,12,35,14,12,16,95,F
96,56,30,41,56,64,343,P
64,47,54,38,41,40,284,P
76,96,85,63,74,61,455,P
100,47,78,71,49,70,415,P
108,92,92,76,75,82,525,P
49,40,64,38,50,30,271,P
75,36,60,35,31,43,280,P
120,95,90,76,94,85,560,P
74,67,56,65,56,44,362,P
71,30,30,41,36,86,294,P
101,89,60,68,68,94,480,P
85,62,42,56,66,72,383,P
72,30,44,35,39,57,277,P
9,15,35,19,18,8,104,F
94,38,68,54,50,49,353,P
73,30,30,53,41,55,282,P
103,30,44,47,59,80,363,P
97,70,54,51,63,56,391,P
67,35,30,38,36,46,252,P
72,53,91,70,64,80,430,P
100,30,35,43,68,64,340,P
73,68,60,63,47,79,390,P
110,85,86,71,74,67,493,P
114,71,77,57,68,66,453,P
15,46,67,17,16,13,174,F
92,30,62,39,35,55,313,P
67,63,38,50,43,77,338,P
46,65,37,36,42,43,269,P
44,36,61,38,35,30,244,P
38,30,30,43,50,42,233,P
80,45,52,47,55,44,323,P
121,99,96,95,92,98,601,P
124,97,97,100,96,100,614,P
26,35,35,25,26,39,186,F
92,97,90,60,69,54,462,P
46,11,42,49,38,20,206,F
115,90,93,70,90,94,552,P
82,70,82,63,51,42,390,P
47,35,39,44,40,42,247,P
44,35,39,46,39,30,233,P
10,10,14,14,10,15,73,F
51,59,79,66,51,45,351,P
111,91,97,70,51,55,475,P
50,30,47,47,60,68,302,P
29,14,12,35,24,37,151,F
58,30,36,51,42,39,256,P
8,5,8,15,8,18,62,F
38,35,35,42,39,30,219,P
83,64,91,42,30,61,371,P
120,30,94,54,47,83,428,P
110,66,66,67,48,65,422,P
54,8,51,57,42,48,260,F
75,60,75,53,47,63,373,P
80,46,61,51,53,60,351,P
66,30,30,30,36,41,233,P
86,60,43,56,57,55,357,P
109,78,91,64,89,67,498,P
113,60,40,47,38,51,349,P
48,30,30,35,41,42,226,P
119,96,98,93,94,98,598,P
47,30,30,47,30,46,230,P
75,30,60,37,64,40,306,P
61,37,30,30,41,54,253,P
76,35,41,45,45,71,313,P
123,97,95,95,84,94,588,P
73,37,61,59,48,69,347,P
80,41,72,66,39,72,370,P
65,50,30,52,54,43,294,P
38,35,69,82,35,40,299,P
14,5,35,24,17,21,116,F
76,61,50,61,52,53,353,P
94,38,84,53,39,69,377,P
30,15,9,24,15,37,130,F
20,35,18,19,16,36,144,F
115,83,96,95,81,91,561,P
45,40,44,55,35,64,283,P
71,74,46,71,58,72,392,P
108,96,85,70,80,71,510,P
46,30,41,49,30,65,261,P
77,53,65,60,44,63,362,P
69,52,50,47,42,58,318,P
102,62,85,55,66,80,450,P
109,31,62,70,62,67,401,P
44,6,35,30,30,36,181,F
45,50,60,54,51,52,312,P
80,74,75,53,35,35,352,P
44,52,50,60,53,50,309,P
38,30,30,44,30,52,224,P
67,46,35,59,40,39,286,P
122,90,99,77,74,83,545,P
96,47,47,55,36,39,320,P
115,86,98,75,53,93,520,P
109,58,57,62,58,50,394,P
31,7,38,36,36,35,183,F
38,43,35,31,30,47,224,P
120,94,88,86,82,96,566,P
65,35,80,49,39,56,324,P
30,18,8,19,30,41,146,F
71,67,99,56,60,87,440,P
46,56,47,45,47,48,289,P
115,80,84,81,66,95,521,P
123,99,97,80,82,83,564,P
100,56,56,50,50,74,386,P
8,19,35,35,22,35,154,F
73,30,35,46,46,49,279,P
2,7,1,35,35,37,117,F
96,61,88,57,60,77,439,P
109,85,96,77,84,73,524,P
91,52,61,56,41,84,385,P
45,35,11,32,3,23,149,F
83,35,50,35,70,79,352,P
47,38,50,40,43,47,265,P
72,30,86,48,41,50,327,P
38,30,30,50,30,44,222,P
47,40,46,60,30,43,374,P
114,72,78,53,45,60,422,P
21,15,35,46,36,18,171,F
96,12,63,23,35,57,286,F
84,35,50,66,38,36,309,P
73,64,70,56,74,72,409,P
101,38,55,46,49,57,346,P
111,88,92,84,85,70,530,P
56,30,62,30,37,30,245,P
81,30,42,43,41,63,300,P
64,30,30,37,30,36,227,P
76,35,40,12,54,62,279,F
91,60,52,64,56,78,401,P
60,35,40,38,35,36,244,P
114,45,70,79,57,68,433,P
59,0,0,71,78,76,284,P
5,2,35,15,16,11,84,F
52,30,56,56,50,69,313,P
90,31,47,63,56,70,357,P
38,69,30,56,46,60,299,P
N\A,38,16,50,35,61,200,F
108,90,90,74,82,81,525,P
108,60,74,77,58,52,429,P
38,50,45,50,66,73,322,P
59,35,40,41,48,63,286,P
44,35,35,35,35,40,224,P
114,85,82,79,86,90,536,P
118,45,66,58,60,88,435,P
100,97,84,89,83,84,537,P
44,35,45,30,36,35,225,P
110,77,44,64,50,70,415,P
103,81,85,86,58,85,498,P
7,7,35,35,36,37,157,F
82,30,53,50,42,64,321,P
44,35,35,35,38,47,234,P
80,74,70,60,44,71,517,P
12,35,35,37,30,53,202,F
96,68,86,76,49,58,433,P
38,46,46,77,74,79,360,P
102,53,90,56,57,68,426,P
44,35,45,48,48,80,300,P
63,30,37,39,30,69,268,P
45,14,35,41,35,41,211,F
46,35,7,44,36,40,208,F
24,15,17,30,18,41,145,F
95,41,40,51,64,52,343,P
93,43,72,55,52,35,350,P
45,35,47,42,30,46,245,P
53,45,30,56,40,36,260,P
52,44,39,50,44,65,294,P
70,50,64,77,78,85,424,P
44,10,35,20,23,53,185,F
46,30,35,48,45,43,247,P
45,39,30,30,30,54,228,P
110,96,87,86,90,95,564,P
113,64,88,70,70,64,469,P
67,41,60,40,54,71,333,P
74,69,48,50,50,83,374,P
108,30,57,65,51,70,381,P
90,50,67,63,67,57,394,P
76,35,44,53,45,61,314,P
65,30,42,40,67,43,287,P
102,30,55,40,36,60,323,P
120,82,98,90,82,94,566,P
27,35,63,23,25,21,194,F
106,96,85,88,90,93,558,P
53,40,11,37,30,54,225,F
75,60,78,77,39,61,390,P
59,42,39,40,35,53,268,P
103,35,30,48,50,71,337,P
76,35,56,30,30,35,262,P
83,30,37,30,36,40,256,P
90,90,75,65,59,91,470,P
100,30,75,60,46,64,375,P
61,30,35,35,30,51,242,P
65,35,50,52,31,43,276,P
19,15,35,35,30,42,176,F
98,40,70,44,60,71,383,P
10,3,9,16,30,10,78,F
105,52,50,55,80,67,409,P
97,63,60,59,71,91,441,P
99,44,57,71,69,69,409,P
44,48,58,30,30,38,248,P
105,42,40,30,35,57,309,P
76,77,71,76,52,59,411,P
67,64,67,50,30,52,330,P
117,100,99,100,99,99,614,P
110,90,98,69,67,88,522,P
49,35,40,55,44,59,282,P
52,50,41,54,40,56,293,P
113,38,53,70,64,60,398,P
48,30,30,35,30,59,232,P
62,58,55,60,64,60,359,P
80,40,45,58,37,43,303,P
86,43,81,39,42,70,361,P
54,30,30,35,35,48,232,P
68,35,30,47,38,37,255,P
49,35,35,35,36,30,220,P
53,76,68,51,72,63,383,P
82,42,42,36,36,42,280,P
44,3,37,30,42,66,222,F
82,51,36,44,42,45,300,P
64,30,35,38,43,41,251,P
7,15,15,37,15,42,131,F
45,N\A,14,32,20,35,146,F
44,41,46,49,30,68,278,P
104,54,58,72,73,71,432,P
82,66,60,48,73,78,407,P
38,30,50,63,31,30,242,P
67,30,67,41,39,38,282,P
102,76,85,57,50,55,425,P
15,35,12,24,26,30,142,F
38,35,35,35,39,38,220,P
72,42,67,42,33,35,291,P
54,10,35,30,37,36,202,F
44,30,36,61,47,30,248,P
88,30,56,37,42,67,320,P
62,44,35,58,30,39,268,P
86,42,62,79,54,82,405,P
56,30,35,45,49,64,279,P
54,14,35,14,30,37,184,F
108,92,83,91,74,81,529,P
94,51,57,42,60,82,386,P
48,41,38,48,35,51,261,P
91,63,54,41,57,60,366,P
62,30,51,39,35,50,267,P
112,60,94,75,59,64,464,P
110,57,65,64,48,97,441,P
11,6,12,50,17,10,106,F
52,30,36,48,51,35,252,P
95,93,88,63,89,80,508,P
97,60,51,85,57,63,413,P
50,40,30,36,49,35,240,P
100,30,78,47,35,68,358,P
38,74,82,39,35,65,333,P
115,68,94,59,61,78,475,P
45,35,7,32,17,19,155,F
91,47,80,57,43,46,364,P
67,30,35,38,38,42,250,P
110,37,35,54,52,90,378,P
N\A,N\A,N\A,N\A,0,N\A,0,F
63,30,81,37,37,43,291,P
80,53,36,60,44,47,320,P
58,31,30,40,51,61,271,P
45,30,31,39,35,43,223,P
113,56,90,68,67,88,482,P
38,39,35,40,31,72,255,P
107,85,82,90,95,85,544,P
29,18,35,15,23,26,146,F
15,15,16,35,11,42,134,F
44,30,36,45,30,51,236,P
66,30,50,47,40,43,276,P
N\A,N\A,N\A,N\A,0,N\A,0,F
46,30,37,30,45,35,223,P
75,76,77,45,52,61,386,P
123,71,93,61,66,87,501,P
67,40,37,40,35,43,262,P
N\A,N\A,N\A,N\A,0,N\A,0,F
5,18,50,12,9,8,102,F
103,46,47,55,72,81,404,P
121,58,87,80,89,86,521,P
119,68,90,76,70,72,495,P
91,50,62,43,56,74,376,P
27,10,35,15,38,35,160,F
70,91,88,85,55,58,447,P
61,68,63,68,51,64,375,P
44,45,35,30,42,35,231,P
38,37,47,44,35,43,244,P
80,60,68,71,58,81,418,P
19,7,10,42,7,16,101,F
100,60,63,54,58,82,417,P
49,35,55,47,37,63,286,P
75,35,51,65,47,61,334,P
98,60,56,55,49,53,371,P
76,68,35,43,70,70,362,P
44,13,14,23,30,46,170,F
69,46,74,47,40,68,344,P
64,35,35,35,42,67,278,P
6,37,16,38,21,30,148,F
79,30,35,42,42,66,294,P
97,52,93,62,50,86,440,P
21,10,35,54,30,48,198,F
118,78,92,75,60,71,494,P
105,65,77,52,59,73,431,P
N\A,12,47,37,35,35,166,F
100,68,94,55,50,74,441,P
114,90,80,81,72,81,518,P
124,98,98,98,91,97,606,P
70,30,51,36,41,35,263,P
121,56,77,62,50,73,439,P
91,51,52,56,50,81,381,P
90,67,80,53,51,75,416,P
93,77,97,88,61,93,509,P
100,50,82,55,53,59,399,P
38,38,41,39,39,48,243,P
48,30,41,30,30,40,219,P
53,30,30,30,30,66,239,P
N\A,35,39,36,0,N\A,110,F
114,60,88,65,72,75,474,P
28,18,36,56,21,38,197,F
17,6,13,22,10,13,81,F
57,35,52,47,31,78,300,P
13,14,15,36,15,25,118,F
88,10,36,39,42,39,254,F
56,30,40,39,30,60,255,P
40,14,18,18,20,15,125,F
74,30,50,44,44,36,278,P
99,85,78,82,61,52,457,P
18,15,18,20,30,21,122,F
94,67,61,54,57,68,401,P
57,30,35,58,45,79,304,P
110,81,76,68,64,63,462,P
64,30,30,40,30,44,238,P
83,46,56,62,59,51,357,P
38,30,40,35,32,46,221,P
73,81,89,59,89,81,472,P
46,38,30,38,43,41,236,P
100,92,89,77,86,66,510,P
28,15,18,30,13,13,117,F
59,45,30,47,46,52,279,P
90,38,83,55,49,47,362,P
90,95,81,77,87,82,512,P
123,99,97,92,88,97,596,P
85,35,60,35,37,67,319,P
39,14,35,10,25,39,162,F
112,70,81,65,56,72,456,P
71,50,35,46,30,35,267,P
101,60,50,63,66,62,402,P
59,39,37,62,39,48,284,P
101,64,87,64,68,86,470,P
11,5,36,14,13,11,90,F
62,58,84,38,30,62,334,P
94,47,60,63,69,73,406,P
44,45,53,42,41,42,267,P
61,65,63,91,71,52,403,P
38,30,35,47,30,41,221,P
70,30,35,37,30,51,253,P
97,35,50,39,35,52,308,P
102,43,46,50,45,88,374,P
17,16,35,30,35,51,184,F
113,76,85,65,50,53,442,P
94,7,35,38,42,60,276,F
45,60,39,46,30,62,282,P
72,55,63,64,51,74,379,P
22,35,57,41,38,26,219,F
83,30,45,36,30,66,290,P
92,92,81,66,63,68,462,P
49,40,45,55,35,40,264,P
98,30,35,56,42,74,335,P
82,13,35,35,42,38,245,F
51,30,30,42,30,43,226,P
45,12,77,30,32,45,241,F
94,41,30,36,56,57,314,P
98,38,68,56,51,51,362,P
80,52,56,54,64,65,371,P
44,35,35,23,35,37,209,F
38,14,17,21,19,30,139,F
60,46,92,43,64,39,344,P
120,48,58,61,69,56,412,P
97,36,35,51,48,69,336,P
103,44,30,71,67,39,354,P
84,68,73,55,63,77,420,P
111,79,75,59,58,55,437,P
45,9,35,30,37,50,206,F
82,80,50,57,52,76,397,P
114,52,93,63,58,72,452,P
55,65,96,75,60,86,437,P
89,30,30,30,37,46,262,P
75,36,41,35,42,49,278,P
65,39,39,44,38,40,265,P
69,58,63,50,39,58,337,P
44,30,36,50,39,66,265,P
58,30,38,39,52,59,276,P
111,70,65,61,48,76,431,P
70,50,53,51,55,61,340,P
83,54,80,37,30,52,336,P
112,42,75,64,47,75,415,P
106,38,54,60,56,59,373,P
101,51,47,64,56,90,409,P
45,30,39,35,30,44,223,P
74,38,50,36,57,48,303,P
18,35,35,40,36,35,199,F
13,16,9,21,14,35,108,F
91,45,66,49,66,58,375,P
63,55,40,56,40,50,304,P
73,40,35,51,34,51,284,P
114,65,80,65,55,90,469,P
113,97,93,86,86,94,569,P
107,78,93,61,75,90,504,P
100,77,89,65,54,86,471,P
52,30,30,35,30,46,223,P
112,36,43,71,67,76,405,P
114,81,78,81,68,74,496,P
38,58,50,61,64,53,324,P
49,35,N\A,38,36,22,180,F
77,38,35,66,55,57,328,P
50,8,35,19,13,44,169,F
69,35,40,61,44,51,300,P
74,30,47,47,62,60,320,P
39,35,40,9,42,33,198,F
6,35,35,19,14,42,151,F
90,30,30,48,49,57,304,P
N\A,N\A,N\A,N\A,0,N\A,0,F
79,48,54,60,44,78,363,P
38,30,44,35,30,68,245,P
110,63,76,81,74,75,479,P
11,10,5,14,13,10,63,F
46,30,30,35,42,71,254,P
71,55,86,56,50,87,405,P
71,55,72,42,66,64,370,P
19,13,35,30,26,22,145,F
15,11,18,25,21,30,120,F
100,46,68,46,54,73,387,P
66,31,38,57,57,76,325,P
97,61,71,78,56,66,429,P
53,30,42,42,42,39,248,P
91,30,30,30,46,77,304,P
91,70,75,72,75,83,466,P
70,30,56,42,47,77,322,P
51,45,53,50,44,76,319,P
62,43,62,55,58,54,334,P
113,74,87,68,50,90,482,P
67,31,31,30,59,47,265,P
8,35,36,30,48,42,199,F
94,61,63,78,64,71,431,P
49,35,7,20,21,14,146,F
118,90,94,85,83,98,568,P
54,48,66,14,46,51,279,F
12,16,35,35,8,42,148,F
38,30,30,48,37,46,229,P
80,38,60,68,40,56,342,P
65,46,48,73,45,52,329,P
55,40,35,54,38,35,257,P
44,12,53,17,35,46,207,F
59,30,72,46,52,63,322,P
44,30,40,31,39,66,250,P
94,43,38,51,43,78,347,P
40,14,38,22,26,31,171,F
66,35,52,65,47,84,349,P
71,37,60,35,35,44,282,P
48,30,53,42,38,50,261,P
71,54,45,46,31,65,312,P
9,13,35,21,15,13,106,F
61,30,31,36,31,61,250,P
114,87,97,69,77,78,522,P
76,43,66,37,35,64,321,P
40,35,35,40,41,35,226,P
101,50,54,71,61,67,404,P
53,30,30,41,30,39,223,P
110,74,82,90,88,94,538,P
54,37,45,41,30,46,253,P
38,35,35,35,30,53,226,P
84,38,57,45,53,71,348,P
38,30,39,52,46,50,255,P
44,35,13,44,22,36,194,F
81,31,30,39,47,47,275,P
44,42,38,52,35,52,263,P
101,48,77,58,60,63,407,P
13,16,14,24,15,30,112,F
100,80,91,77,72,90,510,P
97,64,83,85,81,97,507,P
90,55,70,35,45,83,378,P
38,39,35,52,36,35,235,P
38,30,47,49,30,37,231,P
44,38,51,35,35,66,269,P
