L1_MARKS_CORRECTED,L1_Marks_Corrected,L1_RESULT,L2_MARKS_CORRECTED,L2_RESULT,L3_MARKS_CORRECTED,L3_RESULT,S1_MARKS_CORRECTED,S1_RESULT,S2_MARKS_CORRECTED,S2_RESULT,S3_MARKS_CORRECTED,S3_RESULT,NRC_CLASS,NRC_RESULT
38,30,P,35,P,50,P,46,P,35,P,90,P,PASS,P
45,36,P,17,F,10,F,9,F,23,F,19,F,FAIL,F
4,3,F,35,P,35,P,41,P,16,F,38,P,FAIL,F
89,71,P,62,P,62,P,53,P,61,P,88,P,1,P
86,68,P,30,P,41,P,53,P,43,P,54,P,PASS,P
100,80,P,47,P,35,P,45,P,52,P,60,P,2,P
38,30,P,35,P,36,P,46,P,35,P,62,P,PASS,P
35,28,F,14,F,35,P,35,P,22,F,30,F,FAIL,F
11,8,F,35,P,50,P,30,F,18,F,30,F,FAIL,F
69,55,P,56,P,46,P,70,P,46,P,70,P,2,P
38,30,P,30,P,44,P,52,P,45,P,54,P,PASS,P
8,6,F,3,F,6,F,13,F,7,F,9,F,FAIL,F
50,40,P,32,P,30,P,46,P,49,P,77,P,PASS,P
45,36,P,30,P,56,P,43,P,30,P,39,P,PASS,P
18,14,F,18,F,35,P,30,F,16,F,30,F,FAIL,F
44,35,P,30,P,36,P,36,P,37,P,55,P,PASS,P
80,64,P,40,P,46,P,58,P,50,P,51,P,2,P
44,35,P,30,P,37,P,36,P,38,P,36,P,PASS,P
94,75,P,43,P,58,P,65,P,61,P,58,P,1,P
13,10,F,8,F,14,F,40,P,35,P,36,P,FAIL,F
102,81,P,47,P,66,P,60,P,48,P,74,P,1,P
17,13,F,17,F,35,P,35,P,47,P,51,P,FAIL,F
4,3,F,35,P,41,P,14,F,11,F,35,P,FAIL,F
91,72,P,46,P,12,F,20,F,23,F,12,F,FAIL,F
7,5,F,35,P,35,P,40,P,30,F,23,F,FAIL,F
38,30,P,36,P,47,P,42,P,47,P,56,P,PASS,P
31,24,F,17,F,8,F,30,F,18,F,43,P,FAIL,F
28,22,F,12,F,16,F,35,P,30,F,35,P,FAIL,F
102,81,P,60,P,37,P,67,P,62,P,89,P,1,P
77,61,P,30,P,35,P,42,P,40,P,46,P,PASS,P
62,49,P,60,P,30,P,30,P,46,P,52,P,PASS,P
80,64,P,57,P,56,P,47,P,68,P,64,P,2,P
68,54,P,55,P,51,P,60,P,47,P,66,P,2,P
70,56,P,35,P,37,P,35,P,30,P,41,P,PASS,P
81,64,P,37,P,47,P,35,P,36,P,49,P,PASS,P
103,82,P,61,P,67,P,84,P,73,P,87,P,1,P
38,30,P,36,P,38,P,47,P,59,P,51,P,PASS,P
75,60,P,16,F,6,F,30,F,39,P,50,P,FAIL,F
34,27,F,35,P,35,P,35,P,19,F,35,P,FAIL,F
79,63,P,52,P,41,P,70,P,38,P,61,P,2,P
71,56,P,54,P,30,P,63,P,42,P,61,P,2,P
54,43,P,41,P,52,P,47,P,36,P,61,P,PASS,P
30,24,F,16,F,35,P,39,P,30,F,50,P,FAIL,F
94,75,P,51,P,68,P,45,P,74,P,93,P,1,P
44,35,P,43,P,30,P,38,P,35,P,41,P,PASS,P
45,36,P,16,F,35,P,35,P,35,P,35,P,FAIL,F
38,30,P,48,P,46,P,46,P,36,P,63,P,PASS,P
115,92,P,96,P,89,P,92,P,89,P,93,P,D   ,P
90,72,P,68,P,55,P,71,P,36,P,48,P,2,P
47,37,P,30,P,30,P,50,P,35,P,69,P,PASS,P
89,71,P,30,P,30,P,30,P,30,P,56,P,PASS,P
63,50,P,88,P,62,P,74,P,57,P,68,P,1,P
44,35,P,35,P,35,P,35,P,13,F,35,P,FAIL,F
81,64,P,36,P,30,P,35,P,45,P,60,P,PASS,P
112,89,P,91,P,83,P,83,P,50,P,85,P,1,P
81,64,P,84,P,84,P,69,P,77,P,97,P,1,P
87,69,P,45,P,62,P,60,P,52,P,63,P,2,P
87,69,P,58,P,53,P,56,P,48,P,58,P,2,P
12,9,F,35,P,40,P,44,P,16,F,N/A,A,FAIL,F
88,70,P,59,P,50,P,44,P,64,P,59,P,2,P
69,55,P,35,P,30,P,47,P,30,P,82,P,PASS,P
87,69,P,41,P,39,P,66,P,39,P,60,P,2,P
108,86,P,79,P,79,P,78,P,80,P,86,P,1,P
21,16,F,18,F,5,F,43,P,16,F,38,P,FAIL,F
100,80,P,45,P,76,P,60,P,61,P,86,P,1,P
91,72,P,41,P,74,P,47,P,53,P,58,P,2,P
117,93,P,45,P,35,P,46,P,45,P,41,P,2,P
57,45,P,35,P,38,P,43,P,44,P,35,P,PASS,P
96,76,P,63,P,85,P,38,P,52,P,74,P,1,P
53,42,P,52,P,35,P,45,P,44,P,87,P,2,P
89,71,P,49,P,58,P,61,P,38,P,86,P,1,P
86,68,P,48,P,59,P,50,P,54,P,60,P,2,P
39,31,P,30,P,30,P,30,P,48,P,71,P,PASS,P
91,72,P,30,P,30,P,30,P,30,P,40,P,PASS,P
73,58,P,41,P,48,P,56,P,49,P,67,P,2,P
44,35,P,30,P,48,P,52,P,35,P,55,P,PASS,P
58,46,P,42,P,36,P,60,P,40,P,64,P,PASS,P
100,80,P,36,P,35,P,56,P,52,P,86,P,2,P
83,66,P,42,P,30,P,58,P,52,P,82,P,2,P
48,38,P,30,P,30,P,39,P,30,P,54,P,PASS,P
85,68,P,70,P,53,P,62,P,36,P,50,P,2,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
N/A,N/A,A,N/A,A,35,P,N/A,A,0,F,39,P,FAIL,F
54,43,P,47,P,45,P,39,P,35,P,66,P,PASS,P
59,47,P,35,P,30,P,35,P,44,P,74,P,PASS,P
51,40,P,45,P,35,P,57,P,39,P,42,P,PASS,P
61,48,P,30,P,61,P,30,P,50,P,52,P,PASS,P
112,89,P,80,P,74,P,87,P,58,P,81,P,1,P
98,78,P,42,P,30,P,53,P,35,P,45,P,PASS,P
113,90,P,30,P,46,P,40,P,42,P,78,P,2,P
118,94,P,56,P,89,P,68,P,77,P,93,P,1,P
102,81,P,30,P,35,P,54,P,30,P,54,P,PASS,P
72,57,P,48,P,50,P,54,P,53,P,55,P,2,P
67,53,P,37,P,45,P,42,P,38,P,53,P,PASS,P
100,80,P,40,P,45,P,37,P,35,P,58,P,2,P
101,80,P,55,P,56,P,64,P,40,P,79,P,1,P
44,35,P,30,P,36,P,35,P,30,P,44,P,PASS,P
94,75,P,35,P,66,P,41,P,41,P,47,P,2,P
101,80,P,70,P,40,P,69,P,54,P,72,P,1,P
34,27,F,35,P,16,F,22,F,24,F,21,F,FAIL,F
44,35,P,8,F,35,P,45,P,9,F,40,P,FAIL,F
87,69,P,49,P,41,P,58,P,37,P,69,P,2,P
38,30,P,35,P,35,P,47,P,63,P,47,P,PASS,P
103,82,P,71,P,81,P,61,P,61,P,90,P,1,P
38,30,P,57,P,61,P,54,P,56,P,71,P,2,P
109,87,P,54,P,81,P,46,P,56,P,68,P,1,P
27,21,F,35,P,35,P,43,P,23,F,41,P,FAIL,F
58,46,P,40,P,30,P,46,P,38,P,85,P,PASS,P
44,35,P,35,P,51,P,43,P,30,P,35,P,PASS,P
68,54,P,30,P,30,P,50,P,49,P,66,P,PASS,P
91,72,P,60,P,67,P,64,P,56,P,94,P,1,P
66,52,P,41,P,57,P,40,P,38,P,68,P,PASS,P
89,71,P,30,P,46,P,36,P,35,P,52,P,PASS,P
46,36,P,30,P,40,P,53,P,39,P,50,P,PASS,P
24,19,F,10,F,35,P,30,F,23,F,41,P,FAIL,F
48,38,P,35,P,35,P,30,P,30,P,42,P,PASS,P
116,92,P,80,P,60,P,75,P,60,P,70,P,1,P
65,52,P,35,P,30,P,46,P,35,P,30,P,PASS,P
84,67,P,54,P,30,P,47,P,39,P,58,P,PASS,P
104,83,P,46,P,63,P,66,P,41,P,70,P,1,P
38,30,P,30,P,40,P,45,P,35,P,45,P,PASS,P
83,66,P,46,P,37,P,37,P,35,P,47,P,PASS,P
72,57,P,97,P,35,P,54,P,35,P,51,P,2,P
50,40,P,43,P,37,P,52,P,35,P,63,P,PASS,P
44,35,P,36,P,35,P,44,P,30,P,38,P,PASS,P
87,69,P,46,P,57,P,63,P,57,P,67,P,1,P
117,93,P,57,P,66,P,52,P,60,P,90,P,1,P
100,80,P,86,P,68,P,68,P,65,P,94,P,1,P
65,52,P,41,P,37,P,40,P,36,P,65,P,PASS,P
46,36,P,35,P,30,P,43,P,30,P,60,P,PASS,P
121,96,P,98,P,91,P,97,P,88,P,95,P,D   ,P
57,45,P,56,P,56,P,49,P,59,P,72,P,2,P
46,36,P,30,P,30,P,43,P,35,P,83,P,PASS,P
38,30,F,15,F,7,F,50,P,30,F,30,F,FAIL,F
115,92,P,84,P,87,P,71,P,58,P,73,P,1,P
44,35,P,30,P,36,P,56,P,37,P,45,P,PASS,P
100,80,P,50,P,55,P,48,P,51,P,77,P,1,P
51,40,P,58,P,30,P,44,P,30,P,47,P,PASS,P
97,77,P,30,P,51,P,73,P,51,P,66,P,2,P
78,62,P,37,P,57,P,39,P,48,P,60,P,2,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
100,80,P,92,P,73,P,76,P,59,P,99,P,1,P
98,78,P,41,P,41,P,45,P,54,P,70,P,2,P
106,84,P,45,P,60,P,52,P,72,P,67,P,1,P
71,56,P,30,P,35,P,35,P,30,P,30,P,PASS,P
N/A,N/A,A,N/A,A,N/A,A,43,P,0,F,37,P,FAIL,F
95,76,P,35,P,41,P,43,P,53,P,67,P,2,P
82,65,P,38,P,57,P,53,P,51,P,71,P,2,P
17,13,F,35,P,35,P,35,P,24,F,42,P,FAIL,F
48,38,P,44,P,30,P,43,P,30,P,35,P,PASS,P
12,9,F,15,F,18,F,39,P,21,F,30,F,FAIL,F
72,57,P,30,P,42,P,35,P,43,P,55,P,PASS,P
16,12,F,15,F,35,P,35,P,25,F,63,P,FAIL,F
38,30,P,30,P,38,P,66,P,38,P,52,P,PASS,P
111,88,P,50,P,40,P,70,P,69,P,68,P,1,P
88,70,P,30,P,30,P,36,P,39,P,51,P,PASS,P
47,37,P,30,P,30,P,30,P,38,P,70,P,PASS,P
78,62,P,80,P,51,P,67,P,45,P,60,P,1,P
55,44,P,35,P,N/A,A,13,F,16,F,39,P,FAIL,F
115,92,P,44,P,66,P,79,P,47,P,59,P,1,P
57,45,P,38,P,41,P,45,P,44,P,51,P,PASS,P
78,62,P,67,P,70,P,59,P,53,P,70,P,1,P
77,61,P,52,P,55,P,50,P,57,P,90,P,1,P
65,52,P,30,P,30,P,37,P,44,P,57,P,PASS,P
80,64,P,38,P,44,P,48,P,55,P,58,P,2,P
122,97,P,32,P,89,P,72,P,69,P,87,P,1,P
45,36,P,16,F,35,P,23,F,23,F,30,F,FAIL,F
38,30,P,30,P,44,P,41,P,31,P,42,P,PASS,P
53,42,P,9,F,16,F,15,F,35,P,50,P,FAIL,F
93,74,P,53,P,43,P,36,P,40,P,57,P,2,P
96,76,P,67,P,82,P,56,P,50,P,64,P,1,P
51,40,P,9,F,35,P,17,F,30,F,41,P,FAIL,F
102,81,P,40,P,38,P,37,P,35,P,35,P,PASS,P
73,58,P,38,P,37,P,35,P,35,P,52,P,PASS,P
96,76,P,30,P,30,P,35,P,57,P,60,P,PASS,P
87,69,P,30,P,40,P,50,P,38,P,40,P,PASS,P
85,68,P,61,P,48,P,46,P,38,P,45,P,2,P
88,70,P,46,P,40,P,51,P,55,P,62,P,2,P
N/A,N/A,A,N/A,A,2,F,2,F,0,F,13,F,FAIL,F
94,75,P,63,P,77,P,73,P,53,P,72,P,1,P
97,77,P,69,P,54,P,59,P,62,P,64,P,1,P
69,55,P,30,P,30,P,40,P,35,P,71,P,PASS,P
52,41,P,35,P,51,P,49,P,48,P,56,P,PASS,P
14,11,F,10,F,35,P,23,F,23,F,36,P,FAIL,F
93,74,P,30,P,66,P,50,P,51,P,66,P,2,P
35,28,F,37,P,40,P,30,F,30,F,39,P,FAIL,F
3,2,F,7,F,14,F,35,P,17,F,30,F,FAIL,F
54,43,P,45,P,77,P,44,P,48,P,65,P,2,P
101,80,P,35,P,31,P,56,P,44,P,69,P,2,P
111,88,P,92,P,92,P,92,P,77,P,88,P,D   ,P
64,51,P,44,P,35,P,42,P,35,P,46,P,PASS,P
55,44,P,35,P,30,P,35,P,30,P,37,P,PASS,P
52,41,P,45,P,62,P,56,P,43,P,80,P,2,P
57,45,P,40,P,36,P,36,P,44,P,45,P,PASS,P
77,61,P,70,P,45,P,61,P,43,P,51,P,2,P
72,57,P,35,P,50,P,36,P,41,P,70,P,PASS,P
72,57,P,50,P,44,P,47,P,53,P,60,P,2,P
71,56,P,42,P,54,P,55,P,38,P,70,P,2,P
18,14,F,19,F,35,P,35,P,30,F,13,F,FAIL,F
52,41,P,35,P,35,P,39,P,43,P,36,P,PASS,P
83,66,P,38,P,36,P,35,P,39,P,59,P,PASS,P
44,35,P,40,P,35,P,38,P,30,P,35,P,PASS,P
47,37,P,35,P,61,P,38,P,62,P,69,P,PASS,P
46,36,P,30,P,31,P,30,P,30,P,63,P,PASS,P
17,13,F,14,F,18,F,52,P,35,P,39,P,FAIL,F
60,48,P,43,P,35,P,48,P,30,P,62,P,PASS,P
63,50,P,35,P,47,P,45,P,58,P,37,P,PASS,P
59,47,P,35,P,41,P,30,P,39,P,43,P,PASS,P
36,28,F,35,P,35,P,36,P,35,P,35,P,FAIL,F
45,36,P,35,P,52,P,35,P,35,P,55,P,PASS,P
107,85,P,60,P,52,P,53,P,38,P,56,P,2,P
58,46,P,49,P,43,P,30,P,39,P,54,P,PASS,P
79,63,P,30,P,30,P,30,P,30,P,45,P,PASS,P
74,59,P,36,P,53,P,41,P,31,P,42,P,PASS,P
108,86,P,35,P,67,P,49,P,49,P,73,P,1,P
91,72,P,49,P,36,P,49,P,68,P,74,P,2,P
60,48,P,3,F,16,F,36,P,35,P,41,P,FAIL,F
49,39,P,42,P,30,P,50,P,30,P,58,P,PASS,P
79,63,P,37,P,48,P,54,P,61,P,52,P,2,P
62,49,P,35,P,30,P,38,P,35,P,30,P,PASS,P
24,19,F,9,F,36,P,35,P,9,F,38,P,FAIL,F
75,60,P,55,P,52,P,55,P,78,P,83,P,1,P
61,48,P,46,P,45,P,30,P,40,P,72,P,PASS,P
102,81,P,55,P,46,P,37,P,43,P,75,P,2,P
76,60,P,35,P,40,P,38,P,35,P,66,P,PASS,P
65,52,P,63,P,31,P,60,P,30,P,38,P,PASS,P
21,16,F,15,F,35,P,30,F,35,P,19,F,FAIL,F
96,76,P,30,P,48,P,46,P,30,P,78,P,2,P
82,65,P,52,P,56,P,35,P,35,P,61,P,2,P
57,45,P,38,P,44,P,55,P,47,P,46,P,PASS,P
108,86,P,65,P,74,P,60,P,56,P,53,P,1,P
87,69,P,64,P,37,P,56,P,37,P,35,P,2,P
86,68,P,42,P,71,P,54,P,64,P,61,P,1,P
71,56,P,53,P,50,P,52,P,50,P,50,P,2,P
90,72,P,30,P,77,P,56,P,39,P,43,P,2,P
53,42,P,48,P,54,P,44,P,30,P,43,P,PASS,P
62,49,P,37,P,43,P,41,P,50,P,60,P,PASS,P
115,92,P,95,P,96,P,91,P,81,P,84,P,D   ,P
77,61,P,81,P,95,P,62,P,44,P,80,P,1,P
109,87,P,78,P,71,P,60,P,69,P,79,P,1,P
90,72,P,52,P,41,P,81,P,62,P,85,P,1,P
84,67,P,50,P,35,P,70,P,51,P,69,P,2,P
113,90,P,50,P,60,P,57,P,38,P,35,P,2,P
82,65,P,51,P,47,P,54,P,40,P,50,P,2,P
55,44,P,30,P,35,P,30,P,30,P,49,P,PASS,P
117,93,P,92,P,94,P,89,P,85,P,93,P,D   ,P
118,94,P,66,P,94,P,55,P,65,P,85,P,1,P
69,55,P,53,P,82,P,35,P,50,P,69,P,2,P
54,43,P,43,P,50,P,41,P,49,P,68,P,PASS,P
10,8,F,5,F,2,F,15,F,17,F,23,F,FAIL,F
8,6,F,40,P,45,P,35,P,22,F,35,P,FAIL,F
120,96,P,91,P,92,P,79,P,66,P,85,P,D   ,P
62,49,P,44,P,35,P,55,P,43,P,52,P,PASS,P
45,36,P,36,P,30,P,40,P,30,P,40,P,PASS,P
7,5,F,3,F,12,F,14,F,15,F,9,F,FAIL,F
115,92,P,90,P,89,P,95,P,64,P,93,P,D   ,P
100,80,P,45,P,57,P,62,P,52,P,90,P,1,P
114,91,P,73,P,50,P,50,P,75,P,75,P,1,P
14,11,F,8,F,18,F,14,F,19,F,39,P,FAIL,F
75,60,P,8,F,19,F,20,F,30,F,37,P,FAIL,F
28,22,F,13,F,35,P,25,F,19,F,47,P,FAIL,F
57,45,P,35,P,47,P,43,P,49,P,60,P,PASS,P
9,7,F,35,P,17,F,43,P,39,P,25,F,FAIL,F
108,86,P,85,P,56,P,88,P,71,P,85,P,1,P
114,91,P,56,P,39,P,60,P,52,P,51,P,2,P
46,36,P,35,P,50,P,48,P,35,P,52,P,PASS,P
84,67,P,41,P,64,P,63,P,40,P,67,P,2,P
70,56,P,30,P,60,P,36,P,40,P,52,P,PASS,P
108,86,P,98,P,97,P,92,P,72,P,77,P,D   ,P
91,72,P,38,P,30,P,36,P,57,P,65,P,2,P
4,3,F,13,F,9,F,12,F,5,F,5,F,FAIL,F
115,92,P,58,P,86,P,67,P,60,P,98,P,1,P
5,4,F,43,P,38,P,30,F,30,F,38,P,FAIL,F
68,54,P,30,P,54,P,30,P,30,P,50,P,PASS,P
33,26,F,35,P,35,P,42,P,30,F,37,P,FAIL,F
44,35,P,39,P,40,P,46,P,30,P,67,P,PASS,P
80,64,P,43,P,54,P,44,P,61,P,44,P,2,P
85,68,P,64,P,60,P,53,P,41,P,43,P,2,P
117,93,P,90,P,86,P,82,P,77,P,90,P,D   ,P
24,19,F,35,P,35,P,25,F,35,P,10,F,FAIL,F
56,44,P,30,P,62,P,40,P,47,P,70,P,PASS,P
96,76,P,42,P,37,P,36,P,46,P,56,P,2,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
79,63,P,59,P,40,P,64,P,43,P,89,P,2,P
113,90,P,96,P,96,P,73,P,58,P,85,P,1,P
115,92,P,78,P,60,P,69,P,40,P,50,P,1,P
45,36,P,54,P,30,P,40,P,30,P,53,P,PASS,P
61,48,P,37,P,35,P,49,P,63,P,63,P,PASS,P
108,86,P,82,P,70,P,65,P,39,P,72,P,1,P
72,57,P,35,P,30,P,40,P,61,P,56,P,PASS,P
93,74,P,60,P,90,P,74,P,55,P,91,P,1,P
63,50,P,30,P,30,P,51,P,38,P,41,P,PASS,P
108,86,P,73,P,61,P,68,P,65,P,90,P,1,P
70,56,P,65,P,58,P,53,P,41,P,57,P,2,P
6,4,F,10,F,8,F,16,F,14,F,38,P,FAIL,F
46,36,P,35,P,35,P,13,F,16,F,15,F,FAIL,F
60,48,P,41,P,37,P,44,P,35,P,42,P,PASS,P
44,35,P,30,P,30,P,44,P,35,P,39,P,PASS,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
53,42,P,30,P,30,P,30,P,35,P,53,P,PASS,P
70,56,P,45,P,61,P,41,P,55,P,73,P,2,P
118,94,P,94,P,80,P,92,P,74,P,80,P,D   ,P
106,84,P,79,P,75,P,55,P,40,P,51,P,1,P
105,84,P,44,P,84,P,84,P,74,P,92,P,1,P
68,54,P,44,P,37,P,58,P,53,P,87,P,2,P
96,76,P,62,P,77,P,87,P,61,P,85,P,1,P
83,66,P,38,P,41,P,76,P,30,P,55,P,2,P
69,55,P,51,P,43,P,37,P,30,P,44,P,PASS,P
65,52,P,61,P,72,P,39,P,44,P,67,P,2,P
102,81,P,30,P,30,P,35,P,35,P,52,P,PASS,P
95,76,P,50,P,74,P,51,P,61,P,74,P,1,P
62,49,P,30,P,32,P,41,P,59,P,50,P,PASS,P
N/A,N/A,A,N/A,A,N/A,A,N/A,A,0,F,N/A,A,FAIL,F
40,32,P,67,P,61,P,70,P,56,P,49,P,2,P
118,94,P,87,P,82,P,90,P,81,P,90,P,D   ,P
80,64,P,57,P,47,P,66,P,59,P,54,P,2,P
92,73,P,56,P,50,P,50,P,63,P,81,P,1,P
12,9,F,17,F,35,P,36,P,24,F,12,F,FAIL,F
69,55,P,53,P,60,P,76,P,57,P,72,P,1,P
99,79,P,65,P,58,P,82,P,52,P,76,P,1,P
101,80,P,44,P,50,P,56,P,62,P,72,P,1,P
25,20,F,35,P,35,P,30,F,35,P,35,P,FAIL,F
64,51,P,37,P,50,P,60,P,76,P,67,P,2,P
112,89,P,77,P,78,P,88,P,68,P,78,P,1,P
104,83,P,81,P,45,P,57,P,40,P,58,P,1,P
64,51,P,66,P,70,P,47,P,60,P,76,P,1,P
116,92,P,81,P,83,P,76,P,68,P,92,P,1,P
115,92,P,68,P,64,P,65,P,62,P,78,P,1,P
120,96,P,47,P,77,P,60,P,67,P,90,P,1,P
96,76,P,52,P,73,P,44,P,50,P,65,P,1,P
98,78,P,66,P,57,P,58,P,64,P,90,P,1,P
103,82,P,54,P,57,P,71,P,53,P,72,P,1,P
98,78,P,49,P,60,P,38,P,65,P,60,P,2,P
8,6,F,6,F,10,F,11,F,8,F,13,F,FAIL,F
36,28,F,8,F,19,F,35,P,30,F,39,P,FAIL,F
68,54,P,14,F,16,F,23,F,21,F,44,P,FAIL,F
86,68,P,77,P,41,P,74,P,52,P,63,P,1,P
56,44,P,35,P,36,P,50,P,41,P,63,P,PASS,P
57,45,P,30,P,30,P,37,P,30,P,46,P,PASS,P
63,50,P,30,P,63,P,57,P,45,P,54,P,PASS,P
44,35,P,30,P,35,P,43,P,35,P,46,P,PASS,P
57,45,P,61,P,30,P,35,P,39,P,46,P,PASS,P
95,76,P,73,P,60,P,30,P,39,P,80,P,1,P
88,70,P,37,P,56,P,43,P,52,P,91,P,2,P
44,35,P,56,P,35,P,54,P,53,P,43,P,PASS,P
49,39,P,35,P,4,F,36,P,30,F,35,P,FAIL,F
68,54,P,83,P,85,P,74,P,55,P,91,P,1,P
44,35,P,14,F,35,P,41,P,50,P,43,P,FAIL,F
118,94,P,91,P,80,P,89,P,78,P,83,P,D   ,P
67,53,P,35,P,60,P,39,P,30,P,43,P,PASS,P
38,30,P,30,P,30,P,42,P,50,P,37,P,PASS,P
44,35,P,61,P,45,P,30,P,40,P,47,P,PASS,P
102,81,P,80,P,83,P,49,P,41,P,66,P,1,P
74,59,P,35,P,13,F,18,F,30,F,55,P,FAIL,F
72,57,P,37,P,63,P,47,P,48,P,80,P,2,P
118,94,P,59,P,66,P,48,P,60,P,81,P,1,P
122,97,P,94,P,98,P,92,P,83,P,85,P,D   ,P
65,52,P,30,P,30,P,40,P,30,P,35,P,PASS,P
100,80,P,51,P,48,P,53,P,54,P,82,P,1,P
121,96,P,84,P,90,P,81,P,81,P,89,P,D   ,P
99,79,P,59,P,30,P,41,P,38,P,53,P,2,P
105,84,P,54,P,82,P,72,P,69,P,91,P,1,P
104,83,P,40,P,36,P,61,P,60,P,79,P,1,P
81,64,P,48,P,50,P,46,P,39,P,43,P,PASS,P
65,52,P,30,P,58,P,63,P,30,P,76,P,2,P
97,77,P,90,P,80,P,63,P,62,P,56,P,1,P
94,75,P,86,P,65,P,75,P,52,P,83,P,1,P
44,35,P,39,P,12,F,7,F,6,F,6,F,FAIL,F
71,56,P,63,P,52,P,50,P,57,P,68,P,2,P
118,94,P,91,P,80,P,88,P,73,P,96,P,D   ,P
88,70,P,55,P,51,P,39,P,35,P,45,P,2,P
88,70,P,60,P,80,P,50,P,56,P,88,P,1,P
55,44,P,60,P,46,P,61,P,30,P,41,P,PASS,P
72,57,P,44,P,45,P,44,P,42,P,78,P,2,P
21,16,F,51,P,35,P,37,P,35,P,37,P,FAIL,F
46,36,P,38,P,46,P,43,P,45,P,86,P,PASS,P
12,9,F,6,F,10,F,35,P,30,F,23,F,FAIL,F
107,85,P,51,P,56,P,68,P,56,P,89,P,1,P
110,88,P,60,P,48,P,49,P,54,P,76,P,1,P
64,51,P,69,P,30,P,45,P,30,P,36,P,PASS,P
95,76,P,43,P,72,P,66,P,62,P,77,P,1,P
79,63,P,35,P,35,P,6,F,35,P,38,P,FAIL,F
81,64,P,38,P,53,P,35,P,49,P,60,P,2,P
52,41,P,30,P,30,P,41,P,30,P,44,P,PASS,P
86,68,P,64,P,68,P,65,P,46,P,73,P,1,P
115,92,P,50,P,80,P,74,P,60,P,89,P,1,P
85,68,P,75,P,54,P,66,P,41,P,74,P,1,P
86,68,P,62,P,57,P,55,P,44,P,54,P,2,P
54,43,P,30,P,30,P,42,P,30,P,48,P,PASS,P
65,52,P,50,P,64,P,38,P,38,P,42,P,PASS,P
35,28,F,35,P,43,P,36,P,14,F,35,P,FAIL,F
96,76,P,54,P,53,P,71,P,40,P,81,P,1,P
53,42,P,76,P,43,P,53,P,40,P,67,P,2,P
113,90,P,82,P,60,P,74,P,69,P,95,P,1,P
64,51,P,36,P,48,P,64,P,42,P,62,P,2,P
80,64,P,68,P,71,P,66,P,50,P,82,P,1,P
14,11,F,12,F,12,F,30,F,21,F,30,F,FAIL,F
69,55,P,53,P,71,P,45,P,35,P,53,P,2,P
64,51,P,46,P,36,P,46,P,56,P,37,P,PASS,P
106,84,P,88,P,81,P,69,P,55,P,73,P,1,P
64,51,P,13,F,35,P,46,P,51,P,36,P,FAIL,F
116,92,P,80,P,75,P,61,P,54,P,77,P,1,P
70,56,P,35,P,30,P,56,P,42,P,55,P,PASS,P
100,80,P,54,P,35,P,64,P,70,P,88,P,1,P
78,62,P,46,P,52,P,35,P,46,P,45,P,PASS,P
68,54,P,46,P,54,P,45,P,64,P,48,P,2,P
62,49,P,42,P,38,P,35,P,30,P,58,P,PASS,P
115,92,P,42,P,62,P,54,P,40,P,71,P,1,P
20,16,F,72,P,48,P,57,P,36,P,36,P,FAIL,F
108,86,P,86,P,86,P,65,P,73,P,86,P,1,P
39,31,F,13,F,35,P,35,P,35,P,35,P,FAIL,F
108,86,P,91,P,81,P,91,P,77,P,90,P,D   ,P
22,17,F,35,P,11,F,35,P,53,P,30,F,FAIL,F
80,64,P,30,P,48,P,35,P,39,P,50,P,PASS,P
57,45,P,63,P,46,P,45,P,43,P,48,P,PASS,P
77,61,P,38,P,64,P,67,P,41,P,50,P,2,P
53,42,P,30,P,50,P,35,P,42,P,53,P,PASS,P
47,37,P,50,P,35,P,50,P,42,P,65,P,PASS,P
91,72,P,90,P,82,P,55,P,64,P,61,P,1,P
35,28,F,35,P,17,F,30,F,26,F,38,P,FAIL,F
103,82,P,40,P,43,P,58,P,46,P,75,P,2,P
86,68,P,76,P,63,P,60,P,66,P,73,P,1,P
104,83,P,81,P,81,P,80,P,62,P,65,P,1,P
61,48,P,38,P,45,P,39,P,35,P,53,P,PASS,P
80,64,P,30,P,30,P,35,P,30,P,36,P,PASS,P
109,87,P,96,P,86,P,80,P,73,P,96,P,D   ,P
105,84,P,82,P,83,P,58,P,53,P,90,P,1,P
106,84,P,50,P,43,P,30,P,35,P,37,P,PASS,P
105,84,P,61,P,50,P,62,P,56,P,73,P,1,P
114,91,P,73,P,70,P,45,P,38,P,72,P,1,P
87,69,P,55,P,64,P,42,P,56,P,93,P,1,P
74,59,P,35,P,50,P,40,P,35,P,74,P,PASS,P
75,60,P,35,P,30,P,45,P,36,P,50,P,PASS,P
66,52,P,14,F,41,P,36,P,14,F,23,F,FAIL,F
120,96,P,95,P,91,P,96,P,87,P,98,P,D   ,P
92,73,P,73,P,70,P,46,P,47,P,78,P,1,P
54,43,P,9,F,35,P,35,P,38,P,30,F,FAIL,F
118,94,P,67,P,87,P,57,P,76,P,78,P,1,P
111,88,P,44,P,84,P,35,P,44,P,92,P,1,P
